onset	duration	trial_type	expected_response	given_response	response_time
 0.000	 39.971	START	0	0	 0.000
 39.971	 9.993	P1	0	0	 0.000
 49.964	 1.981	JITTER4	0	0	 0.000
 51.945	 4.006	ISI4	0	0	 0.000
 55.951	 9.992	T1	0	0	 0.000
 65.943	 1.714	JITTER3	0	0	 0.000
 67.657	 3.337	ISI2	0	0	 0.000
 70.994	 9.993	P2	0	0	 0.000
 80.987	 1.023	JITTER1	0	0	 0.000
 82.010	 2.984	ISI1	0	0	 0.000
 84.994	 9.992	T1	0	0	 0.000
 94.986	 1.291	JITTER2	0	0	 0.000
 96.277	 3.672	ISI3	0	0	 0.000
 99.949	 9.994	T2	0	0	 0.000
 109.943	 1.023	JITTER1	0	0	 0.000
 110.966	 4.006	ISI4	0	0	 0.000
 114.972	 10.014	P1	0	0	 0.000
 124.986	 1.959	JITTER4	0	0	 0.000
 126.945	 3.004	ISI1	0	0	 0.000
 129.949	 9.993	T2	0	0	 0.000
 139.942	 1.291	JITTER2	0	0	 0.000
 141.233	 3.337	ISI2	0	0	 0.000
 144.570	 9.993	P1	0	0	 0.000
 154.563	 1.693	JITTER3	0	0	 0.000
 156.256	 3.003	ISI1	0	0	 0.000
 159.259	 9.993	P2	0	0	 0.000
 169.252	 1.290	JITTER2	0	0	 0.000
 170.542	 3.673	ISI3	0	0	 0.000
 174.215	 9.993	T2	0	0	 0.000
 184.208	 1.980	JITTER4	0	0	 0.000
 186.188	 3.317	ISI2	0	0	 0.000
 189.505	 10.014	P2	0	0	 0.000
 199.519	 1.290	JITTER2	0	0	 0.000
 200.809	 4.007	ISI1	0	0	 0.000
 204.816	 9.993	T1	0	0	 0.000
 214.809	 1.692	JITTER3	0	0	 0.000
 216.501	 3.672	ISI3	0	0	 0.000
 220.173	 10.014	T2	0	0	 0.000
 230.187	 1.003	JITTER1	0	0	 0.000
 231.190	 4.027	ISI4	0	0	 0.000
 235.217	 9.993	P1	0	0	 0.000
 245.210	 1.692	JITTER1	0	0	 0.000
 246.902	 3.338	ISI2	0	0	 0.000
 250.240	 9.993	P2	0	0	 0.000
 260.233	 1.023	JITTER2	0	0	 0.000
 261.256	 3.672	ISI1	0	0	 0.000
 264.928	 9.993	T1	0	0	 0.000
 274.921	 1.980	JITTER3	0	0	 0.000
 276.901	 3.318	ISI3	0	0	 0.000
 280.219	 10.013	P1	0	0	 0.000
 290.232	 1.290	JITTER4	0	0	 0.000
 291.522	 2.983	ISI4	0	0	 0.000
 294.505	 9.994	T2	0	0	 0.000
 304.499	 1.023	JITTER2	0	0	 0.000
 305.522	 3.672	ISI3	0	0	 0.000
 309.194	 9.994	T1	0	0	 0.000
 319.188	 1.712	JITTER4	0	0	 0.000
 320.900	 4.006	ISI4	0	0	 0.000
 324.906	 9.994	P2	0	0	 0.000
 334.900	 1.979	JITTER3	0	0	 0.000
 336.879	 2.983	ISI2	0	0	 0.000
 339.862	 2.992	END	0	0	 0.000
