bids_name	aor	aqi	dummy_trs	dvars_nstd	dvars_std	dvars_vstd	efc	fber	fd_mean	fd_num	fd_perc	fwhm_avg	fwhm_x	fwhm_y	fwhm_z	gcor	gsr_x	gsr_y	size_t	size_x	size_y	size_z	snr	spacing_tr	spacing_x	spacing_y	spacing_z	summary_bg_k	summary_bg_mad	summary_bg_mean	summary_bg_median	summary_bg_n	summary_bg_p05	summary_bg_p95	summary_bg_stdv	summary_fg_k	summary_fg_mad	summary_fg_mean	summary_fg_median	summary_fg_n	summary_fg_p05	summary_fg_p95	summary_fg_stdv	tsnr
sub-01_task-illusion_run-01_bold	0.0015873144876325089	0.0029884108833922265	1	29.155271678971637	1.133413882375887	1.017968240070921	0.4695234698259604	26552.45703125	0.12885191139666327	25	8.8339222614841	2.7083600000000003	2.505772	2.923444	2.695864	0.0170602	-0.009242717176675797	0.03667241707444191	283	84	84	54	2.7062731310444086	1.2239999771118164	2.5	2.5	2.5	128.129305421924	25.40331268310547	284.5060729980469	55.816253662109375	232988.0	32.877561378479	1247.2523620605448	906.3485717773438	0.3845633607547305	3484.282470703125	10148.6884765625	9757.921875	86579.0	4896.737255859375	16546.403124999997	3605.64697265625	54.32316589355469
sub-01_task-illusion_run-02_bold	0.001319328621908127	0.002126675229681979	1	28.52022469283687	1.1519517363829785	1.0266290150354607	0.4699485750616849	26364.23046875	0.11989669734386531	13	4.593639575971731	2.695861333333333	2.497212	2.909404	2.680968	0.0166603	-0.008785117417573929	0.03711260110139847	283	84	84	54	2.709018689083439	1.2239999771118164	2.5	2.5	2.5	121.81208922100004	24.79839324951172	287.4815368652344	55.943546295166016	233091.0	34.599205017089844	1278.2656860351562	911.8017578125	0.391759697048756	3471.82666015625	10134.1552734375	9737.7958984375	86541.0	4904.62841796875	16501.7578125	3594.5634765625	59.703643798828125
sub-01_task-illusion_run-03_bold	0.0009121201413427561	0.0023017208833922263	1	28.813608324964548	1.1364007858156027	1.0461025396453913	0.4700391546090884	26503.50390625	0.1218616935469484	17	6.007067137809187	2.693888	2.49466	2.90666	2.680344	0.0119008	-0.008835544809699059	0.03669096529483795	283	84	84	54	2.708817705310956	1.2239999771118164	2.5	2.5	2.5	117.13772771990837	24.439268112182617	287.4969177246094	55.92826461791992	233257.0	35.02517929077148	1287.8988769531247	899.9874267578125	0.39595971675075337	3478.487548828125	10143.1943359375	9752.84765625	86513.0	4916.5306640625	16533.737499999996	3600.38671875	58.204769134521484
sub-01_task-illusion_run-04_bold	0.0009002473498233213	0.002212398480565371	1	28.385878576347515	1.1371307961347523	1.0644014315248227	0.4701369977559439	26376.34375	0.11935619904743068	13	4.593639575971731	2.694448	2.496416	2.907972	2.6789560000000003	0.0139768	-0.008638155646622181	0.03596985712647438	283	84	84	54	2.7107183635484953	1.2239999771118164	2.5	2.5	2.5	112.4956774660066	24.97063636779785	288.6470031738281	56.12376403808594	233263.0	34.70222129821777	1300.5476806640622	893.359130859375	0.4050721512866531	3485.00634765625	10158.326171875	9760.84375	86370.0	4953.212451171875	16557.37451171875	3600.81201171875	59.058624267578125
sub-01_task-rest_bold	0.0005822360248447205	0.0029435186542443063	1	29.488610065954347	1.1448929418049798	1.1624431304771787	0.46940008096916774	26503.015625	0.13070156284734435	60	12.422360248447205	2.700245333333333	2.494372	2.9088640000000003	2.6975000000000002	0.0164381	-0.009102131240069866	0.03647007420659065	483	84	84	54	2.721479057383926	1.2239999771118164	2.5	2.5	2.5	85.04196018164991	26.765941619873047	277.19818115234375	55.68018341064453	233008.0	31.77604417800903	1219.5420959472654	840.3822631835938	0.3826296983613737	3465.312744140625	10123.580078125	9737.4697265625	86639.0	4933.453710937501	16462.3818359375	3577.98583984375	56.003421783447266
sub-02_task-illusion_run-01_bold	0.0031790459363957597	0.002997552402826855	1	30.244738321808512	1.1424629109574471	1.0593508814893613	0.5426097151780712	8326.7080078125	0.10287628850410152	5	1.7667844522968197	2.7183840000000004	2.4913920000000003	2.908264	2.755496	0.0125465	-0.009917546063661575	0.07663619518280029	283	84	84	54	2.4255007893800107	1.2239999771118164	2.5	2.5	2.5	22.849718365040026	78.47314453125	750.8783569335938	87.64664459228516	217011.0	26.669611930847168	4128.666015625	1755.2332763671875	0.34275026960841615	3538.422119140625	9375.154296875	8810.4775390625	100797.0	4522.94365234375	16191.56171875	3632.41845703125	50.94503402709961
sub-02_task-illusion_run-02_bold	0.0010058362989323845	0.002294019928825623	3	29.07530905189285	1.104755458142858	1.0326326731428577	0.5434744528484243	8448.0068359375	0.09018105155200189	2	0.7117437722419929	2.7054613333333335	2.485856	2.896528	2.734	0.0111456	-0.011488083750009537	0.07884231209754944	281	84	84	54	2.4155170507306667	1.2239999771118164	2.5	2.5	2.5	21.983324771786844	66.98091125488281	759.8634643554688	86.32740020751953	216894.0	37.25267028808594	4191.5392822265585	1774.98681640625	0.35128812532697173	3526.0576171875	9348.435546875	8781.5478515625	100860.0	4482.133349609376	16164.939404296869	3635.455322265625	54.744205474853516
sub-02_task-illusion_run-03_bold	0.0007101063829787233	0.0034351727659574466	2	28.396410171530245	1.0454471460854096	1.015320252491103	0.5438589311719597	8254.9912109375	0.0956816302352616	2	0.7092198581560284	2.7179826666666664	2.497468	2.9052879999999996	2.751192	0.00781594	-0.011863090097904205	0.07817333936691284	282	84	84	54	2.416030956728916	1.2239999771118164	2.5	2.5	2.5	21.028695946183444	72.3741226196289	761.4885864257812	87.54254913330078	216908.0	33.4219856262207	4230.929028320311	1764.63134765625	0.34790476321560293	3519.7353515625	9340.8251953125	8777.37890625	101043.0	4486.934716796875	16162.7826171875	3632.95654296875	48.712318420410156
sub-02_task-illusion_run-04_bold	0.0008062277580071174	0.0023359137010676156	3	27.739030292892842	1.0739277074642855	1.0119461676785715	0.5440249475085872	8359.2236328125	0.0879008825531415	2	0.7117437722419929	2.69798	2.485804	2.881684	2.726452	0.0108499	-0.012356750667095184	0.07776734977960587	281	84	84	54	2.414970209529129	1.2239999771118164	2.5	2.5	2.5	20.96197022904291	68.37908935546875	768.2913208007812	86.74732971191406	217059.0	36.49821853637695	4259.769287109375	1776.2562255859375	0.3696169921200023	3520.748046875	9357.9013671875	8787.76171875	100781.0	4505.662109375	16204.71484375	3638.8515625	53.617210388183594
sub-02_task-rest_bold	0.0005571842650103519	0.0028826950517598345	1	26.61700468740663	1.061991665975104	1.0451136338174278	0.5408198534724293	8334.8251953125	0.08101698957391348	0	0.0	2.71402	2.4885200000000003	2.903188	2.7503520000000004	0.00887246	-0.005748877767473459	0.06583226472139359	483	84	84	54	2.4204644048908235	1.2239999771118164	2.5	2.5	2.5	17.151692231777037	71.82025909423828	702.65966796875	86.49378967285156	217016.0	32.9420280456543	3885.3033447265625	1589.845458984375	0.3382272194739815	3498.391845703125	9296.4228515625	8740.2197265625	100901.0	4468.28173828125	16086.9365234375	3610.9501953125	51.6053466796875
